,soil_moisture,humidity,temperature,labels
1131,66,87,22.8,0
1132,66,87,22.9,0
1133,66,88,23.0,0
1134,66,86,22.9,0
1135,65,90,22.5,0
1136,66,90,22.4,0
1137,66,50,22.3,0
1138,65,50,22.2,0
1139,66,54,22.5,0
1140,66,60,22.3,1
1141,66,59,22.2,0
1142,66,89,22.2,0
1143,66,87,22.7,0
1144,65,87,22.4,0
1145,66,87,22.4,0
1146,65,85,22.4,0
1147,65,85,22.5,0
1148,66,84,22.4,0
1149,65,85,22.4,0
1150,65,86,22.6,0
1151,66,87,22.3,0
1152,66,88,22.4,0
1153,65,87,22.4,0
1154,65,87,22.5,0
1155,65,85,22.6,0
1156,66,86,22.7,0
1157,65,86,22.5,0
1158,65,89,22.2,0
1159,65,89,21.9,0
1160,66,89,21.7,0
1161,65,89,21.7,0
1162,65,88,21.8,0
1163,65,89,21.6,0
1164,65,88,21.5,0
1165,65,88,21.6,0
1166,65,85,21.9,0
1167,65,84,22.0,0
1168,66,83,22.0,0
1169,65,83,21.9,0
1170,65,84,21.4,0
1171,66,81,21.8,0
1172,66,78,22.0,1
1173,65,77,22.2,1
1174,65,79,21.9,1
1175,65,82,21.5,0
1176,66,84,21.5,0
1177,65,85,21.3,0
1178,65,86,21.3,0
1179,66,88,21.3,0
1180,65,46,21.1,0
1181,65,57,20.8,0
1182,65,54,21.1,0
1183,65,57,20.8,0
1184,65,50,21.1,0
1185,65,54,21.1,0
1186,65,57,21.2,0
1187,65,46,21.3,0
1188,66,61,20.7,1
1189,65,56,21.2,0
1190,64,48,21.1,0
1191,65,53,21.2,0
1192,64,54,21.1,0
1193,65,64,20.9,1
1194,64,62,20.7,1
1195,65,57,20.6,0
1196,65,64,20.9,1
1197,64,53,20.9,0
1198,65,56,20.7,0
1199,64,57,21.0,0
1200,64,65,21.3,1
1201,65,59,21.1,0
1202,65,69,20.8,1
1203,65,58,20.9,0
1204,65,68,20.9,1
1205,65,66,21.1,1
1206,65,62,20.9,1
1207,64,57,21.1,0
1208,65,57,21.0,0
1209,65,68,21.1,1
1210,65,64,21.1,1
1211,64,66,20.8,1
1212,64,69,20.8,1
1213,64,60,20.6,1
1214,63,67,20.5,0
1215,63,59,20.6,0
1216,62,57,20.6,0
1217,62,57,20.6,0
1218,61,58,20.4,0
1219,62,57,20.5,0
1220,60,58,20.6,0
1221,62,59,20.7,0
1222,61,61,20.5,0
1223,63,67,20.5,0
1224,60,62,20.6,0
1225,60,65,20.4,0
1226,62,61,20.3,0
1227,61,59,20.3,0
1228,63,69,20.4,0
1229,62,70,20.2,0
1230,62,66,20.3,0
1231,61,70,20.2,0
1232,60,66,20.0,1
1233,61,70,20.5,0
1234,62,66,20.7,0
1235,64,62,21.0,1
1236,64,55,21.1,0
1237,62,55,21.1,0
1238,63,55,21.0,0
1239,64,51,21.0,0
1240,62,60,20.8,0
1241,62,57,20.8,0
1242,64,58,20.5,0
1243,63,54,20.6,0
1244,63,60,20.5,0
1245,62,63,20.6,0
1246,63,64,20.2,0
1247,61,56,20.4,0
1248,62,59,20.3,0
1249,61,59,20.5,0
1250,62,54,20.5,0
1251,63,61,20.4,0
1252,63,60,20.4,0
1253,62,64,20.3,0
1254,63,63,20.2,0
1255,63,50,20.6,0
1256,62,60,20.5,0
1257,62,49,20.5,0
1258,62,54,20.6,0
1259,62,59,20.6,0
1260,62,47,21.2,0
1261,63,56,21.3,0
1262,63,51,21.4,0
1263,63,88,21.5,0
1264,63,86,21.8,0
1265,62,85,22.0,0
1266,64,82,22.4,0
1267,64,79,22.7,1
1268,64,71,24.4,1
1269,63,64,25.9,0
1270,63,58,26.8,0
1271,64,55,27.9,0
1272,64,54,27.9,0
1273,64,51,28.5,0
1274,64,50,29.3,0
1275,64,49,28.7,0
1276,64,45,29.4,0
1277,63,44,29.3,0
1278,63,42,29.5,0
1279,64,40,29.5,0
1280,64,39,29.6,0
1281,64,38,28.8,0
1282,62,40,27.5,0
1283,63,37,29.3,0
1284,63,35,30.1,0
1285,62,34,30.8,0
1286,63,33,30.7,0
1287,62,32,31.0,0
1288,62,33,31.2,0
1289,62,32,32.1,0
1290,63,30,31.6,0
1291,63,30,31.0,0
1292,63,29,32.0,0
1293,63,32,32.3,0
1294,62,38,32.3,0
1295,62,35,32.8,0
1296,63,37,32.1,0
1297,63,40,31.3,0
1298,63,38,32.6,0
1299,63,38,32.4,0
1300,63,40,32.3,0
1301,63,47,30.6,0
1302,63,50,32.4,0
1303,63,47,33.3,0
1304,63,48,33.6,0
1305,63,47,34.1,0
1306,62,49,33.4,0
1307,63,48,33.9,0
1308,63,47,34.3,0
1309,62,50,32.8,0
1310,63,49,33.7,0
1311,63,49,33.3,0
1312,63,51,33.6,0
1313,63,51,32.9,0
1314,63,51,33.9,0
1315,62,51,32.8,0
1316,63,50,34.7,0
1317,63,51,33.6,0
1318,63,50,34.2,0
1319,62,50,34.2,0
1320,63,51,34.4,0
1321,63,54,33.2,0
1322,63,59,30.8,0
1323,63,58,31.1,0
1324,63,58,30.7,0
1325,64,56,31.5,0
1326,63,54,33.1,0
1327,63,54,33.2,0
1328,63,54,32.7,0
1329,63,52,32.8,0
1330,62,54,32.8,0
1331,63,56,32.5,0
1332,63,58,31.9,0
1333,62,60,31.1,0
1334,63,57,32.8,0
1335,62,58,32.2,0
1336,63,57,32.7,0
1337,63,60,32.0,0
1338,63,59,32.3,0
1339,63,59,32.1,0
1340,62,60,31.5,0
1341,62,59,31.7,0
1342,62,59,32.1,0
1343,62,58,32.0,0
1344,62,59,32.4,0
1345,63,59,31.7,0
1346,63,61,31.6,0
1347,63,61,31.5,0
1348,64,60,32.3,1
1349,63,66,30.6,0
1350,63,64,31.0,0
1351,63,66,30.7,0
1352,63,65,30.9,0
1353,63,68,29.9,0
1354,63,70,29.5,0
1355,62,74,28.7,0
1356,62,73,29.6,0
1357,62,68,30.3,0
1358,62,68,30.5,0
1359,62,67,30.3,0
1360,62,68,30.0,0
1361,62,70,29.3,0
1362,62,69,29.6,0
1363,63,68,29.5,0
1364,63,73,28.3,0
1365,63,75,28.1,0
1366,63,76,28.1,0
1367,63,75,27.8,0
1368,64,73,28.3,1
1369,63,75,27.8,0
1370,64,73,27.7,1
1371,64,72,27.3,1
1372,64,70,27.1,1
1373,64,71,27.0,1
1374,63,69,27.0,0
1375,63,67,27.0,0
1376,64,63,27.1,1
1377,64,63,27.0,1
1378,63,61,26.9,0
1379,63,59,26.9,0
1380,63,60,26.9,0
1381,63,61,26.8,0
1382,63,60,26.7,0
1383,63,60,26.5,0
1384,63,62,26.3,0
1385,63,62,26.3,0
1386,63,64,26.2,0
1387,62,65,26.0,0
1388,62,66,25.9,0
1389,63,66,25.8,0
1390,63,67,25.7,0
1391,63,68,25.6,0
1392,62,69,25.5,0
1393,63,69,25.4,0
1394,62,70,25.4,0
1395,62,70,25.4,0
1396,63,71,25.3,0
1397,61,71,25.3,0
1398,61,72,25.2,0
1399,62,73,25.1,0
1400,62,74,25.1,0
1401,61,74,25.1,0
1402,62,76,25.0,0
1403,61,77,25.0,0
1404,61,78,25.0,0
1405,61,79,24.9,0
1406,61,79,25.0,0
1407,61,80,24.9,0
1408,62,80,24.9,0
1409,62,81,24.9,0
1410,60,81,24.9,0
1411,60,81,24.9,0
1412,61,82,24.8,0
1413,62,82,24.8,0
1414,62,83,24.9,0
1415,61,83,24.8,0
1416,60,84,24.8,0
1417,60,84,24.9,0
1418,59,83,24.8,0
1419,60,84,24.7,0
1420,60,85,24.5,0
1421,61,87,24.3,0
1422,59,89,24.1,0
1423,59,58,24.0,0
1424,61,59,23.7,0
1425,59,51,23.5,0
1426,60,53,23.6,0
1427,59,60,23.6,0
1428,60,53,23.5,0
1429,60,55,23.7,0
1430,60,52,23.5,0
1431,60,57,23.5,0
1432,60,60,23.5,0
1433,60,63,23.4,0
1434,60,56,23.6,0
1435,59,56,23.5,0
1436,60,56,23.2,0
1437,60,65,23.2,0
1438,60,60,23.2,0
1439,59,62,23.1,0
1440,60,54,23.2,0
1441,58,57,23.1,0
1442,60,57,23.2,0
1443,60,63,22.7,0
1444,59,61,22.7,0
1445,60,50,22.7,0
1446,60,49,23.0,0
1447,60,49,23.0,0
1448,59,47,22.8,0
1449,58,52,22.8,0
1450,60,60,22.5,0
1451,60,59,22.6,0
1452,58,51,22.6,0
1453,61,54,22.6,0
1454,60,54,22.5,0
1455,59,58,22.3,0
1456,60,62,22.3,0
1457,60,58,22.2,0
1458,61,52,22.5,0
1459,61,54,22.5,0
1460,59,65,22.6,0
1461,59,65,22.3,0
1462,60,59,22.7,0
1463,59,54,22.5,0
1464,59,58,22.4,0
1465,59,57,22.4,0
1466,58,60,22.2,0
1467,58,67,22.1,0
1468,59,63,22.1,0
1469,60,66,22.1,0
1470,60,60,21.9,0
1471,61,60,21.9,0
1472,59,60,22.0,1
1473,61,55,21.8,0
1474,61,62,21.8,0
1475,61,59,21.8,0
1476,61,68,21.7,0
1477,59,67,21.8,0
1478,60,59,21.8,0
1479,61,55,21.7,0
1480,61,56,21.8,0
1481,61,62,21.8,0
1482,60,58,21.8,0
1483,61,69,21.7,0
1484,60,63,21.5,0
1485,60,62,21.7,0
1486,60,58,22.0,0
1487,60,68,22.0,1
1488,59,56,21.8,0
1489,60,60,22.1,0
1490,59,55,22.3,0
1491,61,64,22.1,0
1492,61,63,22.0,1
1493,61,58,22.0,0
1494,61,66,21.9,0
1495,60,59,22.0,0
1496,60,66,22.0,1
1497,61,54,22.1,0
1498,61,69,21.9,0
1499,59,60,21.9,0
1500,59,58,21.7,0
1501,59,58,22.0,0
1502,60,64,22.0,1
1503,59,67,21.9,0
1504,58,59,21.7,0
1505,59,68,21.9,0
1506,58,69,21.6,0
1507,60,57,21.6,0
1508,59,57,21.7,0
1509,58,65,21.4,0
1510,58,57,21.6,0
1511,59,56,21.7,0
1512,58,64,21.4,0
1513,59,68,21.3,0
1514,60,66,21.4,0
1515,58,68,21.3,0
1516,60,67,21.1,0
1517,62,67,21.3,0
1518,61,58,21.2,0
1519,61,56,21.0,0
1520,60,64,21.1,0
1521,61,61,21.2,0
1522,60,58,21.1,0
1523,59,60,21.5,0
1524,59,55,21.7,0
1525,59,68,21.3,0
1526,59,56,21.6,0
1527,60,61,21.5,0
1528,59,61,21.3,0
1529,59,62,21.6,0
1530,58,64,21.4,0
1531,58,58,21.2,0
1532,58,68,21.2,0
1533,59,63,21.3,0
1534,58,65,21.4,0
1535,56,61,21.5,0
1536,56,65,21.3,0
1537,58,60,21.3,0
1538,58,66,21.2,0
1539,58,69,20.9,0
1540,58,64,20.8,0
1541,58,60,21.1,0
1542,58,60,21.2,0
1543,57,58,21.1,0
1544,55,55,21.7,0
1545,56,63,21.8,0
1546,58,68,21.8,0
1547,57,63,22.1,0
1548,56,68,22.2,0
1549,58,58,22.4,0
1550,58,61,22.7,0
1551,60,55,23.0,0
1552,61,66,23.2,0
1553,60,67,23.3,0
1554,60,53,23.7,0
1555,60,57,25.4,0
1556,59,54,26.6,0
1557,59,90,27.8,0
1558,61,88,28.0,0
1559,60,86,28.3,0
1560,61,85,28.6,0
1561,61,85,28.2,0
1562,60,84,28.9,0
1563,60,82,29.3,0
1564,61,80,29.7,0
1565,60,82,29.6,0
1566,60,79,29.8,0
1567,60,76,30.5,0
1568,60,80,29.0,0
1569,59,78,30.0,0
1570,59,74,31.0,0
1571,60,71,31.7,0
1572,59,72,31.0,0
1573,59,67,32.0,0
1574,60,68,31.5,0
1575,59,66,32.5,0
1576,59,62,33.2,0
1577,60,63,32.2,0
1578,59,60,32.7,0
1579,59,59,33.3,0
1580,60,61,33.4,0
1581,58,63,33.5,0
1582,59,62,34.6,0
1583,58,69,32.5,0
1584,60,64,33.9,0
1585,60,67,33.0,0
1586,60,70,32.4,0
1587,60,65,33.8,0
1588,59,65,33.7,0
1589,59,65,33.9,0
1590,59,62,35.1,0
1591,59,64,33.9,0
1592,59,64,33.8,0
1593,59,62,34.6,0
1594,59,61,34.2,0
1595,59,60,34.9,0
1596,60,64,34.0,0
1597,59,60,35.3,0
1598,60,61,34.7,0
1599,60,66,33.6,0
1600,60,61,34.6,0
1601,60,60,34.8,0
1602,60,62,34.7,0
1603,60,61,34.8,0
1604,60,67,33.2,0
1605,61,66,34.0,0
1606,59,70,32.3,0
1607,60,68,33.5,0
1608,60,73,31.2,0
1609,61,74,30.8,0
1610,61,73,31.0,0
1611,61,73,30.9,0
1612,60,66,32.8,0
1613,61,67,32.8,0
1614,60,60,34.4,0
1615,59,62,34.0,0
1616,60,60,35.0,0
1617,60,59,34.4,0
1618,59,54,34.6,0
1619,59,54,34.9,0
1620,59,52,35.9,0
1621,60,52,36.0,0
1622,60,53,35.7,0
1623,60,52,36.0,0
1624,60,54,35.0,0
1625,60,54,35.3,0
1626,60,56,34.4,0
1627,60,55,35.0,0
1628,60,56,34.2,0
1629,60,54,34.2,0
1630,59,54,34.2,0
1631,60,54,35.0,0
1632,61,55,34.4,0
1633,61,58,34.0,0
1634,61,58,34.5,0
1635,61,60,34.0,0
1636,61,57,34.6,0
1637,61,60,33.4,0
1638,61,65,33.3,0
1639,61,63,32.8,0
1640,61,67,32.4,0
1641,60,69,32.0,0
1642,60,65,33.0,0
1643,60,64,32.5,0
1644,60,63,33.1,0
1645,60,66,31.9,0
1646,61,68,32.1,0
1647,59,71,31.3,0
1648,59,71,32.1,0
1649,61,67,32.2,0
1650,61,75,30.7,0
1651,61,71,31.3,0
1652,61,71,31.4,0
1653,61,72,30.8,0
1654,61,76,30.0,0
1655,62,75,30.4,0
1656,61,76,29.5,0
1657,62,79,29.2,0
1658,60,86,28.1,0
1659,65,51,28.9,0
1660,71,58,28.5,0
1661,72,58,27.2,0
1662,72,56,26.7,0
1663,72,70,26.4,0
1664,71,64,26.4,1
1665,71,67,26.1,1
1666,71,69,26.2,1
1667,71,57,26.2,0
1668,71,56,26.3,0
1669,71,56,26.1,0
1670,71,58,25.8,0
1671,71,69,26.0,1
1672,71,69,25.6,1
1673,71,67,25.4,1
1674,71,55,25.4,0
1675,71,68,25.4,1
1676,71,60,25.3,1
1677,71,65,25.2,1
1678,71,67,25.2,1
1679,71,57,24.9,0
1680,71,59,24.8,0
1681,71,66,24.8,1
1682,71,69,24.8,1
1683,71,66,24.7,1
1684,71,66,24.7,1
1685,71,67,24.6,1
1686,71,64,24.5,1
1687,71,64,24.5,1
1688,71,58,24.5,0
1689,71,64,24.5,1
1690,71,69,24.4,1
1691,71,68,24.4,1
1692,72,66,24.4,0
1693,71,57,24.3,0
1694,72,56,24.2,0
1695,71,57,24.2,0
1696,71,70,24.1,1
1697,72,55,24.1,0
1698,71,69,24.1,1
1699,71,64,24.1,1
1700,71,67,24.1,1
1701,71,62,24.1,1
1702,71,57,24.1,0
1703,71,62,24.1,1
1704,71,59,24.1,0
1705,71,60,24.0,1
1706,71,62,24.0,1
1707,72,64,24.0,0
1708,72,55,24.1,0
1709,71,57,24.1,0
1710,71,65,24.1,1
1711,71,56,24.0,0
1712,71,55,23.9,0
1713,71,59,23.8,0
1714,71,57,23.8,0
1715,71,67,23.8,1
1716,72,67,23.8,0
1717,71,59,23.8,0
1718,71,57,23.8,0
1719,71,56,23.7,0
1720,72,58,23.7,0
1721,72,68,23.7,0
1722,71,63,23.5,1
1723,71,65,23.7,1
1724,72,58,23.7,0
1725,72,57,23.7,0
1726,71,63,23.7,1
1727,71,56,23.6,0
1728,72,61,23.5,0
1729,71,58,23.5,0
1730,72,61,23.4,0
1731,72,66,23.7,0
1732,72,63,23.7,0
1733,72,56,23.5,0
1734,72,67,23.5,0
1735,71,70,23.4,1
1736,72,66,23.1,0
1737,72,61,23.3,0
1738,72,69,23.2,0
1739,72,56,23.5,0
1740,72,65,23.7,0
1741,71,58,23.7,0
1742,72,60,23.5,0
1743,72,69,23.2,0
1744,72,55,23.4,0
1745,72,57,23.4,0
1746,72,60,23.2,0
1747,71,66,23.5,1
1748,72,59,23.6,0
1749,72,66,23.5,0
1750,72,59,23.4,0
1751,72,64,23.5,0
1752,72,64,23.5,0
1753,72,68,23.4,0
1754,72,68,23.5,0
1755,72,67,23.3,0
1756,72,69,23.3,0
1757,72,67,23.4,0
1758,72,58,23.4,0
1759,72,69,23.3,0
1760,72,64,23.1,0
1761,72,64,23.1,0
1762,72,65,22.7,0
1763,72,55,23.1,0
1764,71,57,23.1,0
1765,72,59,23.2,0
1766,72,60,23.3,0
1767,72,56,23.2,0
1768,72,59,23.1,0
1769,72,68,23.1,0
1770,72,63,23.1,0
1771,72,67,23.2,0
1772,72,65,23.3,0
1773,72,67,23.2,0
1774,72,68,23.1,0
1775,72,63,23.0,0
1776,72,62,23.1,0
1777,72,66,22.9,0
1778,72,57,23.0,0
1779,72,60,23.0,0
1780,72,62,23.1,0
1781,72,57,23.0,0
1782,72,56,23.0,0
1783,72,59,23.0,0
1784,72,62,22.9,0
1785,72,65,23.0,0
1786,72,58,23.0,0
1787,72,66,22.9,0
1788,72,62,22.9,0
1789,72,66,22.9,0
1790,72,55,22.9,0
1791,72,59,22.7,0
1792,72,66,22.9,0
1793,72,56,22.8,0
1794,72,67,22.8,0
1795,72,61,22.7,0
1796,72,69,22.8,0
1797,72,57,22.8,0
1798,72,59,22.9,0
1799,72,60,22.8,0
1800,72,56,22.7,0
1801,72,62,22.7,0
1802,72,64,22.6,0
1803,72,63,22.6,0
1804,72,62,22.5,0
1805,72,64,22.5,0
1806,72,57,22.5,0
1807,72,60,22.7,0
1808,72,61,22.6,0
1809,72,61,22.5,0
1810,72,57,22.6,0
1811,72,58,22.6,0
1812,72,69,22.5,0
1813,72,70,22.6,0
1814,72,61,22.6,0
1815,72,62,22.7,0
1816,72,58,22.6,0
1817,72,65,22.6,0
1818,72,61,22.7,0
1819,72,69,22.7,0
1820,72,69,22.7,0
1821,72,63,22.6,0
1822,72,59,22.8,0
1823,72,56,22.7,0
1824,72,62,22.6,0
1825,72,57,22.6,0
1826,72,61,22.5,0
1827,72,68,22.7,0
1828,72,55,22.6,0
1829,72,66,22.6,0
1830,72,67,22.6,0
1831,72,64,22.6,0
1832,72,69,22.7,0
1833,72,63,22.8,0
1834,72,66,22.8,0
1835,72,57,23.0,0
1836,72,68,23.0,0
1837,72,57,23.1,0
1838,72,70,23.2,0
1839,72,56,23.3,0
1840,72,56,23.4,0
1841,72,64,23.5,0
1842,72,56,23.6,0
1843,72,64,23.8,0
1844,72,56,24.0,0
1845,72,69,24.8,0
1846,72,59,24.6,0
1847,71,58,24.4,0
1848,72,57,24.6,0
1849,71,62,24.7,1
1850,71,67,24.8,1
1851,71,60,25.7,1
1852,71,68,26.6,1
1853,71,62,26.7,1
1854,71,57,28.4,0
1855,71,61,28.8,1
1856,71,56,29.7,0
1857,71,56,29.0,0
1858,71,65,28.4,1
1859,71,69,28.6,1
1860,71,59,29.1,0
1861,71,64,30.0,1
1862,71,61,30.8,1
1863,70,65,30.2,1
1864,71,56,31.1,0
1865,71,63,30.6,1
1866,71,57,30.2,0
1867,71,63,30.6,1
1868,71,51,30.6,0
1869,71,60,30.6,1
1870,71,59,29.9,0
1871,71,60,30.4,1
1872,71,65,29.6,1
1873,71,58,30.0,0
1874,71,62,31.1,1
1875,71,55,32.1,0
1876,71,50,32.5,0
1877,71,61,31.9,1
1878,71,63,31.8,1
1879,71,52,31.6,0
1880,71,49,32.0,0
1881,70,50,31.4,0
1882,71,55,32.4,0
1883,71,89,32.6,0
1884,71,50,32.4,0
1885,71,55,33.0,0
1886,72,61,32.5,0
1887,72,60,32.7,0
1888,71,53,32.5,0
1889,70,51,31.9,0
1890,70,56,32.7,0
1891,70,87,33.3,0
1892,71,85,33.6,0
1893,70,87,33.0,0
1894,70,88,32.4,0
1895,70,50,31.9,0
1896,70,59,33.3,0
1897,70,50,32.7,0
1898,69,55,32.7,0
1899,70,48,31.9,0
1900,70,56,31.1,0
1901,70,50,31.4,0
1902,70,56,32.2,0
1903,70,51,32.3,0
1904,70,50,31.2,0
1905,70,58,31.9,0
1906,70,55,32.3,0
1907,70,47,33.5,0
1908,69,56,31.9,0
1909,69,89,33.3,0
1910,69,87,33.6,0
1911,70,85,34.2,0
1912,69,89,33.0,0
1913,69,90,33.0,0
1914,70,87,33.0,0
1915,70,63,25.9,1
1916,70,63,25.9,1
1917,70,63,25.9,1
1918,69,46,32.3,0
1919,69,52,31.2,0
1920,69,48,31.6,0
1921,69,49,32.0,0
1922,70,85,33.1,0
1923,70,89,32.3,0
1924,70,57,30.9,0
1925,70,48,30.9,0
1926,70,48,30.6,0
1927,69,58,30.8,0
1928,69,54,31.1,0
1929,69,90,32.0,0
1930,69,86,32.9,0
1931,69,85,33.1,0
1932,70,85,32.5,0
1933,69,59,31.3,0
1934,69,48,31.2,0
1935,69,90,31.6,0
1936,69,90,31.3,0
1937,70,56,29.8,0
1938,70,55,29.5,0
1939,70,50,28.9,0
1940,70,63,29.6,1
1941,71,61,30.1,1
1942,69,48,29.5,0
1943,63,46,29.9,0
1944,63,52,29.3,0
1945,63,52,28.2,0
1946,63,61,28.1,0
1947,63,61,27.6,0
1948,63,59,27.3,0
1949,63,62,27.0,0
1950,63,59,26.9,0
1951,63,57,27.0,0
1952,63,54,26.9,0
1953,63,55,27.0,0
1954,63,65,27.0,0
1955,63,54,27.0,0
1956,63,65,27.0,0
1957,63,65,27.0,0
1958,63,61,26.9,0
1959,63,60,26.8,0
1960,63,55,26.8,0
1961,63,64,26.7,0
1962,63,65,26.8,0
1963,63,65,26.7,0
1964,63,54,26.5,0
1965,63,64,26.5,0
1966,63,53,26.5,0
1967,63,67,26.4,0
1968,63,59,26.4,0
1969,63,59,26.3,0
1970,63,67,26.4,0
1971,63,63,26.3,0
1972,63,58,26.2,0
1973,63,69,25.9,0
1974,63,64,25.9,0
1975,63,66,25.9,0
1976,63,65,26.0,0
1977,63,64,25.8,0
1978,63,55,25.8,0
1979,63,68,25.8,0
1980,63,60,25.7,0
1981,63,64,25.8,0
1982,63,62,25.7,0
1983,63,61,25.6,0
1984,63,60,25.5,0
1985,63,55,25.4,0
1986,63,65,25.4,0
1987,63,56,25.6,0
1988,63,60,25.5,0
1989,63,57,25.5,0
1990,63,58,25.5,0
1991,63,66,25.3,0
1992,63,60,25.1,0
1993,63,67,25.1,0
1994,63,60,25.0,0
1995,63,61,25.0,0
1996,63,55,25.0,0
1997,63,60,24.9,0
1998,63,56,24.8,0
1999,63,58,25.1,0
2000,63,56,25.0,0
2001,63,58,25.0,0
2002,63,61,24.9,0
2003,63,56,25.1,0
2004,63,59,25.2,0
2005,63,60,25.1,0
2006,63,61,24.9,0
2007,63,59,25.4,0
2008,63,56,25.2,0
2009,63,55,25.1,0
2010,63,67,24.7,0
2011,63,63,24.7,0
2012,63,62,24.7,0
2013,63,67,24.5,0
2014,63,58,24.4,0
2015,63,65,24.1,0
2016,63,57,24.2,0
2017,63,65,24.2,0
2018,63,55,24.2,0
2019,63,60,24.2,0
2020,63,64,24.1,0
2021,63,69,24.1,0
2022,63,70,24.3,0
2023,63,69,24.4,0
2024,63,57,24.5,0
2025,63,68,24.7,0
2026,63,59,24.6,0
2027,63,58,24.8,0
2028,63,64,24.7,0
2029,63,62,24.4,0
2030,63,65,24.1,0
2031,63,61,24.0,0
2032,63,62,23.8,0
2033,63,61,23.9,0
2034,63,58,24.0,0
2035,63,61,24.0,0
2036,63,57,24.1,0
2037,63,68,24.0,0
2038,63,65,24.1,0
2039,63,62,24.0,0
2040,63,65,24.1,0
2041,63,57,24.1,0
2042,63,64,24.0,0
2043,63,62,23.9,0
2044,63,56,23.9,0
2045,63,58,23.9,0
2046,63,61,24.0,0
2047,63,63,23.8,0
2048,63,59,23.8,0
2049,63,66,23.9,0
2050,63,60,23.8,0
2051,63,59,23.8,0
2052,63,62,23.7,0
2053,64,60,23.7,1
2054,63,63,23.7,0
2055,63,55,23.8,0
2056,63,63,23.5,0
2057,63,70,23.7,0
2058,64,64,23.5,1
2059,63,60,23.7,0
2060,63,66,23.6,0
2061,63,61,23.7,0
2062,63,60,23.7,0
2063,63,61,23.5,0
2064,63,60,23.3,0
2065,63,61,23.7,0
2066,63,58,23.9,0
2067,63,62,23.8,0
2068,63,67,23.8,0
2069,63,61,23.8,0
2070,63,59,23.8,0
2071,63,60,23.5,0
2072,63,66,23.5,0
2073,63,57,23.4,0
2074,63,64,23.3,0
2075,63,66,23.2,0
2076,63,61,23.4,0
2077,63,62,23.5,0
2078,63,55,23.5,0
2079,63,66,23.3,0
2080,63,70,23.5,0
2081,64,55,23.4,0
2082,63,61,23.1,0
2083,63,61,23.3,0
2084,63,62,23.4,0
2085,63,59,23.4,0
2086,63,67,23.3,0
2087,63,62,23.4,0
2088,64,66,23.3,1
2089,63,67,23.4,0
2090,64,67,23.1,1
2091,63,57,23.0,0
2092,64,67,23.0,1
2093,64,63,22.8,1
2094,64,59,23.0,0
2095,64,68,23.1,1
2096,63,69,22.8,0
2097,63,59,22.8,0
2098,63,57,23.0,0
2099,63,66,22.9,0
2100,63,67,22.9,0
2101,63,61,23.0,0
2102,63,64,23.2,0
2103,63,62,23.3,0
2104,63,68,23.2,0
2105,63,58,23.1,0
2106,63,59,22.9,0
2107,63,56,22.6,0
2108,64,62,22.5,1
2109,64,62,22.0,1
2110,63,63,22.4,0
2111,63,57,22.1,0
2112,64,68,22.1,1
2113,63,58,22.1,0
2114,63,69,22.0,1
2115,63,57,22.4,0
2116,63,66,22.4,0
2117,63,63,22.4,0
2118,63,67,22.6,0
2119,63,63,22.6,0
2120,63,66,22.7,0
2121,63,64,23.2,0
2122,63,59,23.5,0
2123,63,60,23.9,0
2124,63,65,24.2,0
2125,63,60,24.4,0
2126,63,67,24.8,0
2127,63,62,25.0,0
2128,63,63,26.3,0
2129,63,58,27.4,0
2130,63,60,28.0,0
2131,63,53,28.7,0
2132,63,60,29.0,0
2133,63,60,30.2,0
2134,63,55,30.3,0
2135,63,60,30.4,0
2136,63,50,30.8,0
2137,63,55,30.8,0
2138,63,88,31.8,0
2139,63,86,32.3,0
2140,63,85,32.3,0
2141,63,83,32.9,0
2142,63,87,30.7,0
2143,63,82,32.3,0
2144,63,78,33.1,0
2145,63,73,33.7,0
2146,63,71,33.8,0
2147,63,70,34.2,0
2148,63,70,34.8,0
2149,63,70,34.9,0
2150,63,68,35.1,0
2151,63,69,35.3,0
2152,63,69,35.1,0
2153,63,68,35.2,0
2154,63,68,35.1,0
2155,63,65,36.3,0
2156,63,65,35.7,0
2157,63,66,35.1,0
2158,63,62,36.3,0
2159,63,60,37.0,0
2160,63,60,37.0,0
2161,63,58,37.7,0
2162,63,57,37.4,0
2163,63,57,37.9,0
2164,63,57,37.2,0
2165,63,57,37.5,0
2166,63,55,37.6,0
2167,63,54,38.3,0
2168,63,56,37.1,0
2169,63,53,38.1,0
2170,63,56,38.8,0
2171,63,63,37.4,0
2172,63,66,37.3,0
2173,63,69,36.8,0
2174,63,73,36.0,0
2175,63,72,36.1,0
2176,63,77,35.4,0
2177,63,81,34.6,0
2178,63,82,34.9,0
2179,64,86,33.7,0
2180,63,84,34.2,0
2181,63,80,35.0,0
2182,64,83,33.8,0
2183,63,86,33.0,0
2184,64,86,33.3,0
2185,64,87,33.1,0
2186,64,80,34.9,0
2187,64,82,34.3,0
2188,63,76,35.6,0
2189,63,74,36.1,0
2190,63,73,36.5,0
2191,63,74,35.8,0
2192,63,70,36.6,0
2193,63,71,36.3,0
2194,63,70,36.1,0
2195,63,73,35.6,0
2196,63,72,36.0,0
2197,63,69,36.6,0
2198,63,75,34.3,0
2199,63,75,34.7,0
2200,63,77,33.8,0
2201,63,76,33.9,0
2202,63,72,34.5,0
2203,63,74,33.9,0
2204,63,72,34.6,0
2205,63,70,34.8,0
