index,hour,minute,date,month,year,moisture_1,humidity_1,temperature_1
0,22,13,14,2,2019,67,80,23.2
1,22,18,14,2,2019,67,81,23.1
2,22,23,14,2,2019,67,82,23.2
3,22,28,14,2,2019,67,82,23.1
4,22,33,14,2,2019,66,81,23.0
5,22,38,14,2,2019,67,81,23.2
6,22,43,14,2,2019,67,80,22.9
7,22,48,14,2,2019,67,80,22.8
8,22,53,14,2,2019,67,78,23.1
9,22,58,14,2,2019,67,77,23.0
10,23,3,14,2,2019,67,77,22.7
11,23,8,14,2,2019,67,78,22.8
12,23,13,14,2,2019,67,78,22.8
13,23,18,14,2,2019,67,79,22.7
14,23,23,14,2,2019,67,79,22.7
15,23,28,14,2,2019,67,78,22.9
16,23,33,14,2,2019,67,79,23.1
17,23,38,14,2,2019,67,80,23.0
18,23,43,14,2,2019,66,83,22.9
19,23,48,14,2,2019,67,84,22.8
20,23,53,14,2,2019,66,87,22.5
21,23,58,14,2,2019,66,87,22.6
22,0,3,15,2,2019,66,88,22.5
23,0,8,15,2,2019,66,88,22.3
24,0,13,15,2,2019,67,88,22.3
25,0,18,15,2,2019,66,87,22.3
26,0,23,15,2,2019,67,88,22.3
27,0,29,15,2,2019,67,89,22.4
28,0,34,15,2,2019,66,56,22.3
29,0,39,15,2,2019,67,60,22.2
30,0,44,15,2,2019,67,47,22.2
31,0,49,15,2,2019,67,49,22.2
32,0,54,15,2,2019,66,56,22.2
33,0,59,15,2,2019,66,47,22.3
34,1,4,15,2,2019,66,60,22.2
35,1,9,15,2,2019,66,59,22.4
36,1,14,15,2,2019,66,49,22.7
37,1,19,15,2,2019,67,51,22.7
38,1,24,15,2,2019,66,58,22.8
39,1,29,15,2,2019,67,49,22.7
40,1,34,15,2,2019,66,57,22.7
41,1,39,15,2,2019,66,49,22.5
42,1,44,15,2,2019,66,51,22.5
43,1,49,15,2,2019,66,50,22.5
44,1,54,15,2,2019,67,52,22.7
45,1,59,15,2,2019,66,56,22.5
46,2,4,15,2,2019,66,53,22.6
47,2,9,15,2,2019,65,53,22.7
48,2,14,15,2,2019,66,57,22.7
49,2,19,15,2,2019,66,57,22.5
50,2,24,15,2,2019,67,50,22.7
51,2,29,15,2,2019,66,60,22.6
52,2,34,15,2,2019,67,46,22.7
53,2,39,15,2,2019,67,48,22.7
54,2,44,15,2,2019,67,90,22.7
55,2,49,15,2,2019,66,88,22.8
56,2,54,15,2,2019,67,87,22.7
57,2,59,15,2,2019,66,86,22.8
58,3,4,15,2,2019,67,85,22.7
59,3,9,15,2,2019,67,84,22.7
60,3,14,15,2,2019,67,84,22.7
61,3,19,15,2,2019,66,83,22.6
62,3,24,15,2,2019,66,83,22.7
63,3,29,15,2,2019,67,84,22.5
64,3,34,15,2,2019,66,83,22.5
65,3,39,15,2,2019,67,83,22.5
66,3,45,15,2,2019,66,81,22.5
67,3,50,15,2,2019,66,82,22.5
68,3,55,15,2,2019,67,82,22.5
69,4,0,15,2,2019,67,85,22.4
70,4,5,15,2,2019,67,87,22.4
71,4,10,15,2,2019,67,89,22.5
72,4,15,15,2,2019,66,51,22.4
73,4,20,15,2,2019,67,57,22.2
74,4,25,15,2,2019,66,60,22.2
75,4,30,15,2,2019,66,55,22.4
76,4,35,15,2,2019,66,56,22.4
77,4,40,15,2,2019,66,62,22.2
78,4,45,15,2,2019,66,49,22.1
79,4,50,15,2,2019,67,53,22.3
80,4,55,15,2,2019,66,61,22.2
81,5,0,15,2,2019,66,48,22.0
82,5,5,15,2,2019,67,47,22.0
83,5,10,15,2,2019,66,52,21.9
84,5,15,15,2,2019,67,47,21.9
85,5,20,15,2,2019,66,52,21.8
86,5,25,15,2,2019,66,52,21.9
87,5,30,15,2,2019,65,47,21.8
88,5,35,15,2,2019,67,89,22.0
89,5,40,15,2,2019,65,90,21.8
90,5,45,15,2,2019,66,89,21.8
91,5,50,15,2,2019,66,90,21.6
92,5,55,15,2,2019,66,90,21.7
93,6,0,15,2,2019,67,88,21.7
94,6,5,15,2,2019,67,85,22.0
95,6,10,15,2,2019,67,85,21.9
96,6,15,15,2,2019,66,85,21.9
97,6,20,15,2,2019,66,84,21.9
98,6,25,15,2,2019,67,85,21.7
99,6,30,15,2,2019,67,84,21.7
100,6,35,15,2,2019,66,81,21.9
101,6,40,15,2,2019,68,81,21.7
102,6,45,15,2,2019,67,82,21.3
103,6,50,15,2,2019,67,82,21.4
104,6,55,15,2,2019,67,82,21.2
105,7,1,15,2,2019,67,82,21.4
106,7,6,15,2,2019,66,84,21.3
107,7,11,15,2,2019,67,83,21.2
108,7,16,15,2,2019,67,83,21.4
109,7,21,15,2,2019,67,81,21.3
110,7,26,15,2,2019,67,80,21.4
111,7,31,15,2,2019,66,79,21.5
112,7,36,15,2,2019,67,78,21.6
113,7,41,15,2,2019,66,77,21.9
114,7,46,15,2,2019,67,75,22.2
115,7,51,15,2,2019,67,75,22.3
116,7,56,15,2,2019,66,75,22.4
117,8,1,15,2,2019,67,74,22.5
118,8,6,15,2,2019,66,75,22.7
119,8,11,15,2,2019,67,74,22.9
120,8,16,15,2,2019,66,74,23.0
121,8,21,15,2,2019,66,73,23.2
122,8,26,15,2,2019,66,72,23.7
123,8,31,15,2,2019,66,65,25.8
124,8,36,15,2,2019,66,62,26.3
125,8,41,15,2,2019,66,61,26.3
126,8,46,15,2,2019,66,58,27.0
127,8,51,15,2,2019,66,58,26.9
128,8,56,15,2,2019,65,58,27.2
129,9,1,15,2,2019,65,55,28.1
130,9,6,15,2,2019,65,55,28.1
131,9,11,15,2,2019,65,54,28.5
132,9,16,15,2,2019,65,55,28.6
133,9,21,15,2,2019,65,53,28.6
134,9,26,15,2,2019,65,53,28.9
135,9,31,15,2,2019,65,51,29.4
136,9,36,15,2,2019,64,55,27.5
137,9,41,15,2,2019,64,55,28.0
138,9,46,15,2,2019,63,52,29.4
139,9,51,15,2,2019,63,52,29.7
140,9,56,15,2,2019,63,50,30.7
141,10,1,15,2,2019,63,50,30.1
142,10,6,15,2,2019,63,48,31.2
143,10,11,15,2,2019,63,46,30.7
144,10,16,15,2,2019,62,48,30.8
145,10,22,15,2,2019,63,44,31.8
146,10,27,15,2,2019,62,45,31.8
147,10,32,15,2,2019,62,51,29.2
148,10,37,15,2,2019,62,51,29.9
149,10,42,15,2,2019,61,51,30.2
150,10,47,15,2,2019,61,52,30.1
151,10,52,15,2,2019,62,53,28.8
152,10,57,15,2,2019,61,51,29.6
153,11,2,15,2,2019,61,52,29.9
154,11,7,15,2,2019,60,51,30.8
155,11,12,15,2,2019,61,49,30.9
156,11,17,15,2,2019,61,49,29.8
157,11,22,15,2,2019,60,54,29.0
158,11,27,15,2,2019,60,55,29.6
159,11,32,15,2,2019,60,54,29.6
160,11,37,15,2,2019,59,52,30.4
161,11,42,15,2,2019,60,50,31.7
162,11,47,15,2,2019,60,47,31.2
163,11,52,15,2,2019,59,47,31.3
164,11,57,15,2,2019,59,48,31.2
165,12,2,15,2,2019,60,45,32.2
166,12,7,15,2,2019,60,45,32.1
167,12,12,15,2,2019,59,48,30.7
168,12,17,15,2,2019,59,46,32.3
169,12,22,15,2,2019,59,44,32.8
170,12,27,15,2,2019,59,44,34.4
171,12,32,15,2,2019,59,43,34.4
172,12,37,15,2,2019,59,45,33.6
173,12,42,15,2,2019,59,44,33.5
174,12,47,15,2,2019,59,45,33.7
175,12,52,15,2,2019,59,47,32.8
176,12,57,15,2,2019,59,49,31.2
177,13,2,15,2,2019,59,50,30.5
178,13,7,15,2,2019,59,48,30.6
179,13,12,15,2,2019,59,43,31.6
180,13,17,15,2,2019,58,42,31.6
181,13,22,15,2,2019,58,39,33.3
182,13,27,15,2,2019,58,37,33.4
183,13,33,15,2,2019,57,34,34.3
184,13,38,15,2,2019,57,35,34.3
185,13,43,15,2,2019,57,37,33.5
186,13,48,15,2,2019,57,38,33.1
187,13,53,15,2,2019,57,38,32.9
188,13,58,15,2,2019,56,35,32.9
189,14,3,15,2,2019,57,35,34.0
190,14,8,15,2,2019,57,34,33.3
191,14,13,15,2,2019,57,35,33.4
192,14,18,15,2,2019,57,37,33.2
193,14,23,15,2,2019,57,39,32.3
194,14,28,15,2,2019,57,41,32.0
195,14,33,15,2,2019,57,42,31.5
196,14,38,15,2,2019,57,45,30.8
197,14,43,15,2,2019,57,49,30.0
198,14,48,15,2,2019,58,47,31.7
199,14,53,15,2,2019,57,53,30.1
200,14,58,15,2,2019,58,52,30.8
201,15,3,15,2,2019,58,52,31.1
202,15,8,15,2,2019,57,53,30.8
203,15,13,15,2,2019,57,52,31.3
204,15,18,15,2,2019,56,53,31.3
205,15,23,15,2,2019,56,55,30.5
206,15,28,15,2,2019,56,55,31.1
207,15,33,15,2,2019,56,56,30.8
208,15,38,15,2,2019,56,58,29.7
209,15,43,15,2,2019,56,59,29.3
210,15,48,15,2,2019,56,59,28.8
211,15,53,15,2,2019,56,59,28.8
212,15,58,15,2,2019,55,58,28.8
213,16,3,15,2,2019,56,54,30.4
214,16,8,15,2,2019,56,56,29.5
215,16,13,15,2,2019,56,60,28.0
216,16,18,15,2,2019,68,58,28.9
217,16,23,15,2,2019,69,64,27.1
218,16,28,15,2,2019,69,61,27.8
219,16,33,15,2,2019,68,63,27.4
220,16,39,15,2,2019,68,60,27.8
221,16,43,15,2,2019,68,60,27.5
222,16,49,15,2,2019,68,60,27.3
223,16,54,15,2,2019,68,61,27.2
224,16,59,15,2,2019,68,61,27.0
225,17,4,15,2,2019,68,66,25.9
226,17,9,15,2,2019,68,66,26.2
227,17,14,15,2,2019,68,68,25.6
228,17,19,15,2,2019,67,69,25.5
229,17,24,15,2,2019,67,69,25.3
230,17,29,15,2,2019,67,70,25.0
231,17,34,15,2,2019,67,71,24.9
232,17,39,15,2,2019,67,71,24.7
233,17,44,15,2,2019,66,71,24.8
234,17,49,15,2,2019,67,72,24.8
235,17,54,15,2,2019,67,71,24.6
236,17,59,15,2,2019,66,72,24.4
237,18,4,15,2,2019,67,72,24.3
238,18,9,15,2,2019,66,70,24.4
239,18,14,15,2,2019,66,72,24.2
240,18,19,15,2,2019,67,72,24.1
241,18,24,15,2,2019,66,73,23.9
242,18,29,15,2,2019,66,71,23.9
243,18,34,15,2,2019,72,72,23.7
244,18,39,15,2,2019,66,72,23.6
245,18,44,15,2,2019,67,71,23.6
246,18,49,15,2,2019,66,71,23.5
247,18,54,15,2,2019,66,70,23.5
248,18,59,15,2,2019,66,71,23.4
249,19,4,15,2,2019,66,71,23.4
250,19,9,15,2,2019,66,71,23.4
251,19,14,15,2,2019,66,71,23.2
252,19,19,15,2,2019,66,70,23.3
253,19,24,15,2,2019,66,69,23.4
254,19,29,15,2,2019,66,68,23.3
255,19,34,15,2,2019,66,69,23.3
256,19,39,15,2,2019,66,69,23.3
257,19,44,15,2,2019,66,69,23.3
258,19,49,15,2,2019,72,70,23.1
259,19,54,15,2,2019,66,70,23.1
260,19,59,15,2,2019,66,70,23.1
261,20,5,15,2,2019,72,70,23.1
262,20,10,15,2,2019,72,70,23.0
263,20,15,15,2,2019,72,70,23.1
264,20,20,15,2,2019,66,71,23.0
265,20,25,15,2,2019,66,72,22.9
266,20,30,15,2,2019,66,71,23.0
267,20,35,15,2,2019,66,71,23.1
268,20,40,15,2,2019,66,72,22.9
269,20,45,15,2,2019,66,71,23.0
270,20,50,15,2,2019,66,71,23.0
271,20,55,15,2,2019,66,72,22.9
272,21,0,15,2,2019,66,71,23.0
273,21,5,15,2,2019,66,71,23.0
274,21,10,15,2,2019,66,71,22.7
275,21,15,15,2,2019,66,73,22.7
276,21,20,15,2,2019,66,71,22.8
277,21,25,15,2,2019,66,72,22.6
278,21,30,15,2,2019,72,71,22.7
279,21,35,15,2,2019,66,71,22.6
280,21,40,15,2,2019,66,73,22.5
281,21,45,15,2,2019,66,74,22.5
282,21,50,15,2,2019,66,75,22.2
283,21,55,15,2,2019,66,75,22.2
284,22,0,15,2,2019,66,75,22.2
285,22,5,15,2,2019,72,74,22.3
286,22,10,15,2,2019,72,72,22.4
287,22,15,15,2,2019,66,74,22.2
288,22,20,15,2,2019,72,74,22.4
289,22,25,15,2,2019,72,72,22.4
290,22,30,15,2,2019,72,72,22.4
291,22,35,15,2,2019,72,73,22.3
292,22,40,15,2,2019,66,73,22.3
293,22,45,15,2,2019,66,73,22.2
294,22,50,15,2,2019,66,74,22.0
295,22,55,15,2,2019,66,73,22.1
296,23,0,15,2,2019,66,74,21.9
297,23,5,15,2,2019,66,73,22.0
298,23,10,15,2,2019,72,73,22.2
299,23,15,15,2,2019,66,71,22.4
300,23,20,15,2,2019,72,72,22.3
301,23,26,15,2,2019,66,71,22.2
302,23,31,15,2,2019,66,72,22.1
303,23,36,15,2,2019,66,74,21.9
304,23,41,15,2,2019,66,74,21.8
305,23,46,15,2,2019,72,75,21.8
306,23,51,15,2,2019,66,75,21.8
307,23,56,15,2,2019,72,75,21.7
308,0,1,16,2,2019,66,75,21.7
309,0,6,16,2,2019,66,73,21.9
310,0,11,16,2,2019,66,74,21.9
311,0,16,16,2,2019,72,75,21.6
312,0,21,16,2,2019,66,75,21.5
313,0,26,16,2,2019,66,76,21.3
314,0,31,16,2,2019,72,76,21.4
315,0,36,16,2,2019,66,74,21.4
316,0,41,16,2,2019,66,74,21.3
317,0,46,16,2,2019,66,74,21.1
318,0,51,16,2,2019,66,75,21.1
319,0,56,16,2,2019,66,73,21.4
320,1,1,16,2,2019,66,74,21.1
321,1,6,16,2,2019,66,73,21.1
322,1,11,16,2,2019,66,71,21.3
323,1,16,16,2,2019,66,70,21.2
324,1,21,16,2,2019,66,71,21.2
325,1,26,16,2,2019,66,70,20.9
326,1,31,16,2,2019,66,72,20.8
327,1,36,16,2,2019,66,73,20.8
328,1,41,16,2,2019,66,74,20.6
329,1,46,16,2,2019,66,74,20.5
330,1,51,16,2,2019,66,75,20.3
331,1,56,16,2,2019,66,76,20.3
332,2,1,16,2,2019,66,77,20.2
333,2,6,16,2,2019,66,78,20.2
334,2,11,16,2,2019,66,78,20.2
335,2,16,16,2,2019,66,78,20.2
336,2,21,16,2,2019,72,78,20.3
337,2,26,16,2,2019,66,77,20.2
338,2,31,16,2,2019,66,78,20.0
339,2,36,16,2,2019,66,78,19.9
340,2,42,16,2,2019,66,78,19.7
341,2,47,16,2,2019,66,78,19.8
342,2,52,16,2,2019,66,77,20.0
343,2,57,16,2,2019,66,76,20.2
344,3,2,16,2,2019,72,75,20.3
345,3,7,16,2,2019,66,75,20.2
346,3,12,16,2,2019,66,73,20.4
347,3,17,16,2,2019,66,72,20.5
348,3,22,16,2,2019,66,74,20.5
349,3,27,16,2,2019,72,74,20.4
350,3,32,16,2,2019,72,75,20.7
351,3,37,16,2,2019,66,75,20.7
352,3,42,16,2,2019,71,76,20.9
353,3,47,16,2,2019,71,76,21.0
354,3,52,16,2,2019,71,79,20.5
355,3,57,16,2,2019,71,80,20.3
356,4,2,16,2,2019,66,82,20.2
357,4,7,16,2,2019,72,82,20.2
358,4,12,16,2,2019,72,84,19.9
359,4,17,16,2,2019,72,83,20.1
360,4,22,16,2,2019,71,84,20.0
361,4,27,16,2,2019,72,84,19.9
362,4,32,16,2,2019,66,86,19.8
363,4,37,16,2,2019,71,86,19.7
364,4,42,16,2,2019,72,84,20.0
365,4,47,16,2,2019,71,84,19.9
366,4,52,16,2,2019,72,82,20.0
367,4,57,16,2,2019,71,80,20.2
368,5,2,16,2,2019,72,80,20.0
369,5,7,16,2,2019,72,81,20.0
370,5,12,16,2,2019,72,82,19.6
371,5,17,16,2,2019,71,82,19.7
372,5,22,16,2,2019,66,83,19.8
373,5,27,16,2,2019,72,83,19.8
374,5,32,16,2,2019,66,82,20.0
375,5,37,16,2,2019,66,81,20.1
376,5,42,16,2,2019,72,82,19.9
377,5,47,16,2,2019,72,85,19.6
378,5,52,16,2,2019,72,84,19.8
379,5,58,16,2,2019,66,85,19.5
380,6,3,16,2,2019,72,86,19.2
381,6,8,16,2,2019,72,85,19.4
382,6,13,16,2,2019,72,84,19.5
383,6,18,16,2,2019,72,83,19.7
384,6,23,16,2,2019,71,84,19.5
385,6,28,16,2,2019,72,86,19.4
386,6,33,16,2,2019,71,85,19.5
387,6,38,16,2,2019,71,85,19.3
388,6,43,16,2,2019,72,84,19.2
389,6,48,16,2,2019,72,82,19.2
390,6,53,16,2,2019,71,84,19.2
391,6,58,16,2,2019,71,82,19.3
392,7,3,16,2,2019,72,82,19.2
393,7,8,16,2,2019,72,85,19.0
394,7,13,16,2,2019,72,84,19.3
395,7,18,16,2,2019,72,80,19.6
396,7,23,16,2,2019,72,79,19.5
397,7,28,16,2,2019,66,80,19.1
398,7,33,16,2,2019,72,81,19.1
399,7,38,16,2,2019,66,77,19.4
400,7,43,16,2,2019,71,79,19.2
401,7,48,16,2,2019,72,77,19.7
402,7,53,16,2,2019,72,76,19.7
403,7,58,16,2,2019,72,76,20.1
404,8,3,16,2,2019,72,75,20.3
405,8,8,16,2,2019,71,72,20.4
406,8,13,16,2,2019,66,70,20.9
407,8,18,16,2,2019,66,66,21.2
408,8,23,16,2,2019,66,64,21.6
409,8,28,16,2,2019,66,57,24.2
410,8,33,16,2,2019,72,50,25.9
411,8,38,16,2,2019,72,47,26.4
412,8,43,16,2,2019,72,46,27.5
413,8,48,16,2,2019,66,44,28.1
414,8,53,16,2,2019,66,43,27.8
415,8,58,16,2,2019,72,43,27.8
416,9,3,16,2,2019,66,42,28.0
417,9,8,16,2,2019,72,40,28.2
418,9,13,16,2,2019,72,39,29.0
419,9,19,16,2,2019,72,38,29.5
420,9,24,16,2,2019,72,37,30.0
421,9,29,16,2,2019,72,37,29.5
422,9,34,16,2,2019,71,39,28.5
423,9,39,16,2,2019,71,42,27.3
424,9,44,16,2,2019,71,38,30.1
425,9,49,16,2,2019,71,37,30.8
426,9,54,16,2,2019,71,37,30.5
427,9,59,16,2,2019,71,34,32.0
428,10,4,16,2,2019,70,35,31.0
429,10,9,16,2,2019,70,35,30.4
430,10,14,16,2,2019,70,33,30.9
431,10,19,16,2,2019,70,35,31.3
432,10,24,16,2,2019,70,33,31.2
433,10,29,16,2,2019,70,35,30.9
434,10,34,16,2,2019,70,63,25.9
435,10,39,16,2,2019,69,63,25.9
436,10,44,16,2,2019,69,63,25.9
437,10,49,16,2,2019,69,63,25.9
438,10,54,16,2,2019,69,63,25.9
439,10,59,16,2,2019,69,63,25.9
440,11,4,16,2,2019,68,63,25.9
441,11,9,16,2,2019,68,63,25.9
442,11,14,16,2,2019,69,63,25.9
443,11,19,16,2,2019,69,63,25.9
444,11,24,16,2,2019,68,63,25.9
445,11,29,16,2,2019,67,63,25.9
446,11,34,16,2,2019,67,63,25.9
447,11,39,16,2,2019,67,63,25.9
448,11,44,16,2,2019,67,63,25.9
449,11,49,16,2,2019,67,63,25.9
450,11,54,16,2,2019,66,63,25.9
451,11,59,16,2,2019,66,63,25.9
452,12,4,16,2,2019,66,63,25.9
453,12,9,16,2,2019,66,63,25.9
454,12,14,16,2,2019,66,63,25.9
455,12,19,16,2,2019,66,63,25.9
456,12,24,16,2,2019,66,63,25.9
457,12,29,16,2,2019,66,63,25.9
458,12,35,16,2,2019,66,63,25.9
459,12,40,16,2,2019,66,63,25.9
460,12,45,16,2,2019,66,63,25.9
461,12,50,16,2,2019,66,63,25.9
462,12,55,16,2,2019,66,63,25.9
463,13,0,16,2,2019,66,63,25.9
464,13,5,16,2,2019,65,63,25.9
465,13,10,16,2,2019,65,63,25.9
466,13,15,16,2,2019,65,63,25.9
467,13,20,16,2,2019,65,63,25.9
468,13,25,16,2,2019,65,63,25.9
469,13,30,16,2,2019,64,63,25.9
470,13,35,16,2,2019,64,63,25.9
471,13,40,16,2,2019,63,63,25.9
472,13,45,16,2,2019,63,63,25.9
473,13,50,16,2,2019,63,63,25.9
474,13,55,16,2,2019,63,63,25.9
475,14,0,16,2,2019,63,63,25.9
476,14,5,16,2,2019,63,63,25.9
477,14,10,16,2,2019,63,63,25.9
478,14,15,16,2,2019,63,63,25.9
479,14,20,16,2,2019,63,63,25.9
480,14,25,16,2,2019,63,63,25.9
481,14,30,16,2,2019,63,63,25.9
482,14,35,16,2,2019,63,63,25.9
483,14,40,16,2,2019,63,63,25.9
484,14,45,16,2,2019,62,63,25.9
485,14,50,16,2,2019,62,63,25.9
486,14,55,16,2,2019,63,63,25.9
487,15,0,16,2,2019,63,63,25.9
488,15,5,16,2,2019,64,63,25.9
489,15,10,16,2,2019,64,63,25.9
490,15,15,16,2,2019,63,63,25.9
491,15,20,16,2,2019,63,63,25.9
492,15,25,16,2,2019,63,63,25.9
493,15,30,16,2,2019,63,63,25.9
494,15,35,16,2,2019,63,63,25.9
495,15,40,16,2,2019,62,63,25.9
496,15,45,16,2,2019,63,63,25.9
497,15,51,16,2,2019,62,63,25.9
498,15,56,16,2,2019,62,49,30.1
499,16,1,16,2,2019,62,51,29.6
500,16,6,16,2,2019,62,52,29.0
501,16,11,16,2,2019,62,52,29.2
502,16,16,16,2,2019,62,53,29.1
503,16,21,16,2,2019,62,53,28.4
504,16,26,16,2,2019,62,52,29.0
505,16,31,16,2,2019,61,55,28.1
506,16,36,16,2,2019,62,53,28.7
507,16,41,16,2,2019,62,53,28.1
508,16,46,16,2,2019,63,53,28.3
509,16,51,16,2,2019,64,56,27.4
510,16,56,16,2,2019,63,58,26.6
511,17,1,16,2,2019,63,60,26.1
512,17,6,16,2,2019,63,62,25.8
513,17,11,16,2,2019,63,60,25.9
514,17,16,16,2,2019,63,60,25.5
515,17,21,16,2,2019,63,61,25.5
516,17,26,16,2,2019,63,63,25.6
517,17,31,16,2,2019,63,65,25.4
518,17,36,16,2,2019,63,66,25.2
519,17,41,16,2,2019,63,66,25.2
520,17,46,16,2,2019,63,65,25.1
521,17,51,16,2,2019,63,66,25.1
522,17,56,16,2,2019,63,65,24.9
523,18,1,16,2,2019,63,65,24.7
524,18,6,16,2,2019,63,65,24.7
525,18,11,16,2,2019,63,65,24.6
526,18,16,16,2,2019,62,65,24.6
527,18,21,16,2,2019,63,65,24.4
528,18,26,16,2,2019,63,65,24.3
529,18,31,16,2,2019,63,64,24.3
530,18,36,16,2,2019,63,64,24.2
531,18,41,16,2,2019,62,64,24.2
532,18,46,16,2,2019,63,64,24.1
533,18,51,16,2,2019,62,65,23.9
534,18,56,16,2,2019,62,65,23.9
535,19,1,16,2,2019,63,66,23.9
536,19,7,16,2,2019,62,67,23.8
537,19,12,16,2,2019,62,68,23.7
538,19,17,16,2,2019,62,68,23.8
539,19,22,16,2,2019,62,68,23.7
540,19,27,16,2,2019,62,69,23.7
541,19,32,16,2,2019,62,69,23.8
542,19,37,16,2,2019,62,69,23.5
543,19,42,16,2,2019,62,68,23.6
544,19,47,16,2,2019,62,69,23.7
545,19,52,16,2,2019,62,70,23.5
546,19,57,16,2,2019,62,69,23.6
547,20,2,16,2,2019,62,71,23.4
548,20,7,16,2,2019,62,71,23.3
549,20,12,16,2,2019,62,72,23.2
550,20,17,16,2,2019,62,72,23.3
551,20,22,16,2,2019,62,72,23.2
552,20,27,16,2,2019,62,72,23.2
553,20,32,16,2,2019,62,71,23.3
554,20,37,16,2,2019,62,70,23.2
555,20,42,16,2,2019,62,68,23.3
556,20,47,16,2,2019,62,70,23.2
557,20,52,16,2,2019,62,70,23.3
558,20,57,16,2,2019,62,71,23.3
559,21,2,16,2,2019,62,69,23.2
560,21,7,16,2,2019,62,70,23.4
561,21,12,16,2,2019,62,64,23.6
562,21,17,16,2,2019,62,64,23.5
563,21,22,16,2,2019,62,63,23.5
564,21,27,16,2,2019,62,62,23.6
565,21,32,16,2,2019,62,61,23.6
566,21,37,16,2,2019,62,61,23.5
567,21,42,16,2,2019,62,61,23.5
568,21,47,16,2,2019,62,61,23.5
569,21,52,16,2,2019,62,60,23.5
570,21,57,16,2,2019,62,61,23.4
571,22,2,16,2,2019,62,59,23.3
572,22,7,16,2,2019,62,59,23.3
573,22,12,16,2,2019,62,60,23.1
574,22,17,16,2,2019,62,62,22.8
575,22,23,16,2,2019,62,60,22.8
576,22,28,16,2,2019,62,59,22.8
577,22,33,16,2,2019,62,56,23.0
578,22,38,16,2,2019,62,55,23.1
579,22,43,16,2,2019,62,54,22.9
580,22,48,16,2,2019,62,56,22.6
581,22,53,16,2,2019,62,54,22.7
582,22,58,16,2,2019,62,54,22.8
583,23,3,16,2,2019,62,55,22.6
584,23,8,16,2,2019,62,54,22.6
585,23,13,16,2,2019,62,54,22.4
586,23,18,16,2,2019,62,54,22.3
587,23,23,16,2,2019,62,51,22.5
588,23,28,16,2,2019,61,50,22.7
589,23,33,16,2,2019,61,50,23.0
590,23,38,16,2,2019,62,49,22.9
591,23,43,16,2,2019,61,50,22.6
592,23,48,16,2,2019,61,48,22.8
593,23,53,16,2,2019,62,50,22.3
594,23,58,16,2,2019,61,49,22.3
595,0,3,17,2,2019,62,48,22.5
596,0,8,17,2,2019,61,49,22.2
597,0,13,17,2,2019,61,50,21.9
598,0,18,17,2,2019,61,50,21.7
599,0,23,17,2,2019,62,50,21.7
600,0,28,17,2,2019,61,51,21.6
601,0,33,17,2,2019,62,51,21.3
602,0,38,17,2,2019,62,48,21.6
603,0,43,17,2,2019,62,50,21.3
604,0,48,17,2,2019,62,50,21.4
605,0,53,17,2,2019,62,51,21.2
606,0,58,17,2,2019,62,52,20.9
607,1,3,17,2,2019,62,52,20.9
608,1,8,17,2,2019,62,50,21.1
609,1,13,17,2,2019,62,52,20.8
610,1,18,17,2,2019,62,50,21.2
611,1,23,17,2,2019,62,50,21.2
612,1,28,17,2,2019,61,50,21.1
613,1,33,17,2,2019,62,51,20.8
614,1,39,17,2,2019,62,52,21.0
615,1,44,17,2,2019,62,52,21.0
616,1,49,17,2,2019,62,52,21.0
617,1,54,17,2,2019,62,52,21.2
618,1,59,17,2,2019,62,52,21.2
619,2,4,17,2,2019,62,52,21.4
620,2,9,17,2,2019,61,53,21.0
621,2,14,17,2,2019,62,55,21.2
622,2,19,17,2,2019,61,58,21.1
623,2,24,17,2,2019,61,60,21.3
624,2,29,17,2,2019,61,60,21.6
625,2,34,17,2,2019,62,60,21.4
626,2,39,17,2,2019,61,60,21.4
627,2,44,17,2,2019,62,61,21.1
628,2,49,17,2,2019,62,62,21.1
629,2,54,17,2,2019,62,63,20.8
630,2,59,17,2,2019,62,63,20.9
631,3,4,17,2,2019,62,62,20.9
632,3,9,17,2,2019,62,63,20.8
633,3,14,17,2,2019,62,62,21.0
634,3,19,17,2,2019,62,64,21.1
635,3,24,17,2,2019,62,66,20.5
636,3,29,17,2,2019,62,67,20.3
637,3,34,17,2,2019,62,68,20.5
638,3,39,17,2,2019,62,68,20.3
639,3,44,17,2,2019,62,68,20.4
640,3,49,17,2,2019,62,69,20.1
641,3,54,17,2,2019,62,70,20.1
642,3,59,17,2,2019,62,70,20.0
643,4,4,17,2,2019,61,70,20.0
644,4,9,17,2,2019,62,72,19.7
645,4,14,17,2,2019,62,72,19.6
646,4,19,17,2,2019,62,70,20.0
647,4,24,17,2,2019,62,71,19.9
648,4,29,17,2,2019,62,70,20.0
649,4,34,17,2,2019,62,72,20.0
650,4,39,17,2,2019,61,73,19.6
651,4,44,17,2,2019,62,73,19.7
652,4,49,17,2,2019,62,72,19.6
653,4,54,17,2,2019,62,72,19.6
654,5,0,17,2,2019,62,71,19.5
655,5,5,17,2,2019,62,70,19.3
656,5,10,17,2,2019,62,67,19.5
657,5,15,17,2,2019,62,67,19.6
658,5,20,17,2,2019,62,64,19.8
659,5,25,17,2,2019,62,62,20.4
660,5,30,17,2,2019,62,62,20.2
661,5,35,17,2,2019,62,63,19.9
662,5,40,17,2,2019,62,66,19.8
663,5,45,17,2,2019,62,67,19.4
664,5,50,17,2,2019,62,71,19.5
