_id,minute,date,moisture_1,hour,month,year,humidity_1,temperature_1
ObjectId("5c659aa7eed976247dfbf8f6"),13,14,96,22,02,2019,80.40,23.20
ObjectId("5c659bd5eed976247dfbf8f8"),18,14,96,22,02,2019,80.60,23.10
ObjectId("5c659d03eed976247dfbf8fa"),23,14,96,22,02,2019,81.50,23.20
ObjectId("5c659e30eed976247dfbf8fc"),28,14,96,22,02,2019,81.60,23.10
ObjectId("5c659f5eeed976247dfbf8fe"),33,14,95,22,02,2019,80.70,23.00
ObjectId("5c65a08beed976247dfbf900"),38,14,96,22,02,2019,80.60,23.20
ObjectId("5c65a1baeed976247dfbf902"),43,14,96,22,02,2019,80.30,22.90
ObjectId("5c65a2e6eed976247dfbf904"),48,14,96,22,02,2019,79.80,22.80
ObjectId("5c65a414eed976247dfbf906"),53,14,96,22,02,2019,77.50,23.10
ObjectId("5c65a541eed976247dfbf908"),58,14,96,22,02,2019,77.20,23.00
ObjectId("5c65a66feed976247dfbf90a"),03,14,96,23,02,2019,77.20,22.70
ObjectId("5c65a79ceed976247dfbf90c"),08,14,96,23,02,2019,78.10,22.80
ObjectId("5c65a8caeed976247dfbf90e"),13,14,96,23,02,2019,78.20,22.80
ObjectId("5c65a9f7eed976247dfbf910"),18,14,96,23,02,2019,79.20,22.70
ObjectId("5c65ab25eed976247dfbf912"),23,14,96,23,02,2019,79.40,22.70
ObjectId("5c65ac52eed976247dfbf914"),28,14,96,23,02,2019,78.50,22.90
ObjectId("5c65ad80eed976247dfbf916"),33,14,96,23,02,2019,78.80,23.10
ObjectId("5c65aeadeed976247dfbf918"),38,14,96,23,02,2019,80.20,23.00
ObjectId("5c65afdbeed976247dfbf91a"),43,14,95,23,02,2019,82.70,22.90
ObjectId("5c65b109eed976247dfbf91c"),48,14,96,23,02,2019,84.30,22.80
ObjectId("5c65b236eed976247dfbf91e"),53,14,95,23,02,2019,86.80,22.50
ObjectId("5c65b364eed976247dfbf920"),58,14,95,23,02,2019,87.30,22.60
ObjectId("5c65b491eed976247dfbf922"),03,15,95,00,02,2019,87.70,22.50
ObjectId("5c65b5bfeed976247dfbf924"),08,15,95,00,02,2019,88.50,22.30
ObjectId("5c65b6eceed976247dfbf926"),13,15,96,00,02,2019,87.90,22.30
ObjectId("5c65b81aeed976247dfbf928"),18,15,95,00,02,2019,87.20,22.30
ObjectId("5c65b947eed976247dfbf92a"),23,15,96,00,02,2019,88.50,22.30
ObjectId("5c65ba75eed976247dfbf92c"),29,15,96,00,02,2019,88.70,22.40
ObjectId("5c65bba2eed976247dfbf92e"),34,15,95,00,02,2019,90.10,22.30
ObjectId("5c65bcd0eed976247dfbf930"),39,15,96,00,02,2019,90.40,22.20
ObjectId("5c65bdfdeed976247dfbf932"),44,15,96,00,02,2019,90.90,22.20
ObjectId("5c65bf2beed976247dfbf934"),49,15,96,00,02,2019,91.00,22.20
ObjectId("5c65c058eed976247dfbf936"),54,15,95,00,02,2019,91.50,22.20
ObjectId("5c65c186eed976247dfbf938"),59,15,95,00,02,2019,91.50,22.30
ObjectId("5c65c2b3eed976247dfbf93a"),04,15,95,01,02,2019,92.20,22.20
ObjectId("5c65c3e1eed976247dfbf93c"),09,15,95,01,02,2019,91.70,22.40
ObjectId("5c65c50eeed976247dfbf93e"),14,15,95,01,02,2019,91.20,22.70
ObjectId("5c65c63ceed976247dfbf940"),19,15,96,01,02,2019,91.00,22.70
ObjectId("5c65c769eed976247dfbf942"),24,15,95,01,02,2019,90.90,22.80
ObjectId("5c65c897eed976247dfbf944"),29,15,96,01,02,2019,91.00,22.70
ObjectId("5c65c9c5eed976247dfbf946"),34,15,95,01,02,2019,90.90,22.70
ObjectId("5c65caf2eed976247dfbf948"),39,15,95,01,02,2019,91.30,22.50
ObjectId("5c65cc20eed976247dfbf94a"),44,15,95,01,02,2019,90.90,22.50
ObjectId("5c65cd4deed976247dfbf94c"),49,15,95,01,02,2019,91.30,22.50
ObjectId("5c65ce7beed976247dfbf94e"),54,15,96,01,02,2019,90.90,22.70
ObjectId("5c65cfa8eed976247dfbf950"),59,15,95,01,02,2019,91.40,22.50
ObjectId("5c65d0d6eed976247dfbf952"),04,15,95,02,02,2019,90.80,22.60
ObjectId("5c65d203eed976247dfbf954"),09,15,94,02,02,2019,90.60,22.70
ObjectId("5c65d331eed976247dfbf956"),14,15,95,02,02,2019,90.70,22.70
ObjectId("5c65d45eeed976247dfbf958"),19,15,95,02,02,2019,91.00,22.50
ObjectId("5c65d58ceed976247dfbf95a"),24,15,96,02,02,2019,90.50,22.70
ObjectId("5c65d6b9eed976247dfbf95c"),29,15,95,02,02,2019,90.70,22.60
ObjectId("5c65d7e7eed976247dfbf95e"),34,15,96,02,02,2019,90.30,22.70
ObjectId("5c65d914eed976247dfbf960"),39,15,96,02,02,2019,90.10,22.70
ObjectId("5c65da42eed976247dfbf962"),44,15,96,02,02,2019,89.60,22.70
ObjectId("5c65db6feed976247dfbf964"),49,15,95,02,02,2019,88.40,22.80
ObjectId("5c65dc9deed976247dfbf966"),54,15,96,02,02,2019,86.90,22.70
ObjectId("5c65ddcaeed976247dfbf968"),59,15,95,02,02,2019,85.50,22.80
ObjectId("5c65def8eed976247dfbf96a"),04,15,96,03,02,2019,85.10,22.70
ObjectId("5c65e026eed976247dfbf96c"),09,15,96,03,02,2019,84.20,22.70
ObjectId("5c65e153eed976247dfbf96e"),14,15,96,03,02,2019,83.60,22.70
ObjectId("5c65e281eed976247dfbf970"),19,15,95,03,02,2019,83.10,22.60
ObjectId("5c65e3aeeed976247dfbf972"),24,15,95,03,02,2019,82.60,22.70
ObjectId("5c65e4dceed976247dfbf974"),29,15,96,03,02,2019,83.70,22.50
ObjectId("5c65e609eed976247dfbf976"),34,15,95,03,02,2019,83.20,22.50
ObjectId("5c65e737eed976247dfbf978"),39,15,96,03,02,2019,82.90,22.50
ObjectId("5c65e864eed976247dfbf97a"),45,15,95,03,02,2019,81.20,22.50
ObjectId("5c65e992eed976247dfbf97c"),50,15,95,03,02,2019,81.60,22.50
ObjectId("5c65eabfeed976247dfbf97e"),55,15,96,03,02,2019,82.30,22.50
ObjectId("5c65ebedeed976247dfbf980"),00,15,96,04,02,2019,85.20,22.40
ObjectId("5c65ed1aeed976247dfbf982"),05,15,96,04,02,2019,87.20,22.40
ObjectId("5c65ee48eed976247dfbf984"),10,15,96,04,02,2019,89.10,22.50
ObjectId("5c65ef75eed976247dfbf986"),15,15,95,04,02,2019,90.30,22.40
ObjectId("5c65f0a3eed976247dfbf988"),20,15,96,04,02,2019,91.40,22.20
ObjectId("5c65f1d0eed976247dfbf98a"),25,15,95,04,02,2019,92.10,22.20
ObjectId("5c65f2feeed976247dfbf98c"),30,15,95,04,02,2019,91.80,22.40
ObjectId("5c65f42beed976247dfbf98e"),35,15,95,04,02,2019,91.80,22.40
ObjectId("5c65f559eed976247dfbf990"),40,15,95,04,02,2019,92.20,22.20
ObjectId("5c65f687eed976247dfbf992"),45,15,95,04,02,2019,92.00,22.10
ObjectId("5c65f7b4eed976247dfbf994"),50,15,96,04,02,2019,91.10,22.30
ObjectId("5c65f8e2eed976247dfbf996"),55,15,95,04,02,2019,91.50,22.20
ObjectId("5c65fa0feed976247dfbf998"),00,15,95,05,02,2019,91.50,22.00
ObjectId("5c65fb3deed976247dfbf99a"),05,15,96,05,02,2019,91.40,22.00
ObjectId("5c65fc6aeed976247dfbf99c"),10,15,95,05,02,2019,91.80,21.90
ObjectId("5c65fd98eed976247dfbf99e"),15,15,96,05,02,2019,91.30,21.90
ObjectId("5c65fec5eed976247dfbf9a0"),20,15,95,05,02,2019,91.50,21.80
ObjectId("5c65fff3eed976247dfbf9a2"),25,15,95,05,02,2019,91.30,21.90
ObjectId("5c660120eed976247dfbf9a4"),30,15,94,05,02,2019,90.70,21.80
ObjectId("5c66024eeed976247dfbf9a6"),35,15,96,05,02,2019,89.10,22.00
ObjectId("5c66037beed976247dfbf9a8"),40,15,94,05,02,2019,89.50,21.80
ObjectId("5c6604a9eed976247dfbf9aa"),45,15,95,05,02,2019,88.70,21.80
ObjectId("5c6605d6eed976247dfbf9ac"),50,15,95,05,02,2019,89.80,21.60
ObjectId("5c660704eed976247dfbf9ae"),55,15,95,05,02,2019,89.50,21.70
ObjectId("5c660831eed976247dfbf9b0"),00,15,96,06,02,2019,88.40,21.70
ObjectId("5c66095feed976247dfbf9b2"),05,15,96,06,02,2019,84.70,22.00
ObjectId("5c660a8ceed976247dfbf9b4"),10,15,96,06,02,2019,85.00,21.90
ObjectId("5c660bbaeed976247dfbf9b6"),15,15,95,06,02,2019,84.90,21.90
ObjectId("5c660ce8eed976247dfbf9b8"),20,15,95,06,02,2019,84.30,21.90
ObjectId("5c660e15eed976247dfbf9ba"),25,15,96,06,02,2019,84.60,21.70
ObjectId("5c660f43eed976247dfbf9bc"),30,15,96,06,02,2019,83.50,21.70
ObjectId("5c661070eed976247dfbf9be"),35,15,95,06,02,2019,81.00,21.90
ObjectId("5c66119eeed976247dfbf9c0"),40,15,97,06,02,2019,80.60,21.70
ObjectId("5c6612cbeed976247dfbf9c2"),45,15,96,06,02,2019,81.50,21.30
ObjectId("5c6613f9eed976247dfbf9c4"),50,15,96,06,02,2019,82.40,21.40
ObjectId("5c661526eed976247dfbf9c6"),55,15,96,06,02,2019,82.30,21.20
ObjectId("5c661654eed976247dfbf9c8"),01,15,96,07,02,2019,82.50,21.40
ObjectId("5c661781eed976247dfbf9ca"),06,15,95,07,02,2019,84.30,21.30
ObjectId("5c6618afeed976247dfbf9cc"),11,15,96,07,02,2019,83.20,21.20
ObjectId("5c6619dceed976247dfbf9ce"),16,15,96,07,02,2019,82.60,21.40
ObjectId("5c661b0aeed976247dfbf9d0"),21,15,96,07,02,2019,80.70,21.30
ObjectId("5c661c37eed976247dfbf9d2"),26,15,96,07,02,2019,80.50,21.40
ObjectId("5c661d65eed976247dfbf9d4"),31,15,95,07,02,2019,79.20,21.50
ObjectId("5c661e92eed976247dfbf9d6"),36,15,96,07,02,2019,77.80,21.60
ObjectId("5c661fc0eed976247dfbf9d8"),41,15,95,07,02,2019,76.90,21.90
ObjectId("5c6620edeed976247dfbf9da"),46,15,96,07,02,2019,74.90,22.20
ObjectId("5c66221beed976247dfbf9dc"),51,15,96,07,02,2019,74.80,22.30
ObjectId("5c662349eed976247dfbf9de"),56,15,95,07,02,2019,74.70,22.40
ObjectId("5c662476eed976247dfbf9e0"),01,15,96,08,02,2019,74.10,22.50
ObjectId("5c6625a4eed976247dfbf9e2"),06,15,95,08,02,2019,74.60,22.70
ObjectId("5c6626d1eed976247dfbf9e4"),11,15,96,08,02,2019,74.00,22.90
ObjectId("5c6627ffeed976247dfbf9e6"),16,15,95,08,02,2019,74.00,23.00
ObjectId("5c66292ceed976247dfbf9e8"),21,15,95,08,02,2019,72.70,23.20
ObjectId("5c662a5aeed976247dfbf9ea"),26,15,95,08,02,2019,72.20,23.70
ObjectId("5c662b87eed976247dfbf9ec"),31,15,95,08,02,2019,65.20,25.80
ObjectId("5c662cb5eed976247dfbf9ee"),36,15,95,08,02,2019,62.00,26.30
ObjectId("5c662de2eed976247dfbf9f0"),41,15,95,08,02,2019,61.30,26.30
ObjectId("5c662f10eed976247dfbf9f2"),46,15,95,08,02,2019,58.20,27.00
ObjectId("5c66303deed976247dfbf9f4"),51,15,95,08,02,2019,58.30,26.90
ObjectId("5c66316beed976247dfbf9f6"),56,15,94,08,02,2019,57.60,27.20
ObjectId("5c663298eed976247dfbf9f8"),01,15,94,09,02,2019,55.30,28.10
ObjectId("5c6633c6eed976247dfbf9fa"),06,15,94,09,02,2019,55.40,28.10
ObjectId("5c6634f3eed976247dfbf9fc"),11,15,94,09,02,2019,53.90,28.50
ObjectId("5c663621eed976247dfbf9fe"),16,15,94,09,02,2019,54.70,28.60
ObjectId("5c66374eeed976247dfbfa00"),21,15,94,09,02,2019,53.20,28.60
ObjectId("5c66387ceed976247dfbfa02"),26,15,94,09,02,2019,52.80,28.90
ObjectId("5c6639aaeed976247dfbfa04"),31,15,94,09,02,2019,51.30,29.40
ObjectId("5c663ad7eed976247dfbfa06"),36,15,93,09,02,2019,55.30,27.50
ObjectId("5c663c05eed976247dfbfa08"),41,15,93,09,02,2019,54.90,28.00
ObjectId("5c663d32eed976247dfbfa0a"),46,15,92,09,02,2019,52.10,29.40
ObjectId("5c663e60eed976247dfbfa0c"),51,15,92,09,02,2019,51.50,29.70
ObjectId("5c663f8deed976247dfbfa0e"),56,15,92,09,02,2019,49.70,30.70
ObjectId("5c6640bbeed976247dfbfa10"),01,15,92,10,02,2019,49.80,30.10
ObjectId("5c6641e8eed976247dfbfa12"),06,15,92,10,02,2019,48.10,31.20
ObjectId("5c664316eed976247dfbfa14"),11,15,92,10,02,2019,46.50,30.70
ObjectId("5c664443eed976247dfbfa16"),16,15,91,10,02,2019,48.50,30.80
ObjectId("5c664571eed976247dfbfa18"),22,15,92,10,02,2019,44.50,31.80
ObjectId("5c66469eeed976247dfbfa1a"),27,15,91,10,02,2019,44.70,31.80
ObjectId("5c6647cceed976247dfbfa1c"),32,15,91,10,02,2019,50.80,29.20
ObjectId("5c6648f9eed976247dfbfa1e"),37,15,91,10,02,2019,50.90,29.90
ObjectId("5c664a27eed976247dfbfa20"),42,15,90,10,02,2019,51.00,30.20
ObjectId("5c664b55eed976247dfbfa22"),47,15,90,10,02,2019,52.20,30.10
ObjectId("5c664c82eed976247dfbfa24"),52,15,91,10,02,2019,53.20,28.80
ObjectId("5c664db0eed976247dfbfa26"),57,15,90,10,02,2019,51.20,29.60
ObjectId("5c664eddeed976247dfbfa28"),02,15,90,11,02,2019,51.70,29.90
ObjectId("5c66500beed976247dfbfa2a"),07,15,89,11,02,2019,50.70,30.80
ObjectId("5c665138eed976247dfbfa2c"),12,15,90,11,02,2019,49.00,30.90
ObjectId("5c665266eed976247dfbfa2e"),17,15,90,11,02,2019,49.20,29.80
ObjectId("5c665393eed976247dfbfa30"),22,15,89,11,02,2019,54.20,29.00
ObjectId("5c6654c1eed976247dfbfa32"),27,15,89,11,02,2019,54.70,29.60
ObjectId("5c6655f3eed976247dfbfa34"),32,15,89,11,02,2019,54.00,29.60
ObjectId("5c66571ceed976247dfbfa36"),37,15,88,11,02,2019,51.50,30.40
ObjectId("5c66584aeed976247dfbfa38"),42,15,89,11,02,2019,49.70,31.70
ObjectId("5c665977eed976247dfbfa3a"),47,15,89,11,02,2019,46.60,31.20
ObjectId("5c665aa5eed976247dfbfa3c"),52,15,88,11,02,2019,47.40,31.30
ObjectId("5c665bd2eed976247dfbfa3e"),57,15,88,11,02,2019,47.70,31.20
ObjectId("5c665d00eed976247dfbfa40"),02,15,89,12,02,2019,44.80,32.20
ObjectId("5c665e2eeed976247dfbfa42"),07,15,89,12,02,2019,45.10,32.10
ObjectId("5c665f5beed976247dfbfa44"),12,15,88,12,02,2019,48.00,30.70
ObjectId("5c666088eed976247dfbfa46"),17,15,88,12,02,2019,45.50,32.30
ObjectId("5c6661b6eed976247dfbfa48"),22,15,88,12,02,2019,44.30,32.80
ObjectId("5c6662e4eed976247dfbfa4a"),27,15,88,12,02,2019,43.90,34.40
ObjectId("5c666411eed976247dfbfa4c"),32,15,88,12,02,2019,42.60,34.40
ObjectId("5c66653feed976247dfbfa4e"),37,15,88,12,02,2019,45.00,33.60
ObjectId("5c66666deed976247dfbfa50"),42,15,88,12,02,2019,44.10,33.50
ObjectId("5c66679aeed976247dfbfa52"),47,15,88,12,02,2019,45.20,33.70
ObjectId("5c6668c7eed976247dfbfa54"),52,15,88,12,02,2019,46.90,32.80
ObjectId("5c6669f5eed976247dfbfa56"),57,15,88,12,02,2019,49.00,31.20
ObjectId("5c666b22eed976247dfbfa58"),02,15,88,13,02,2019,49.50,30.50
ObjectId("5c666c50eed976247dfbfa5a"),07,15,88,13,02,2019,48.20,30.60
ObjectId("5c666d7eeed976247dfbfa5c"),12,15,88,13,02,2019,42.80,31.60
ObjectId("5c666eabeed976247dfbfa5e"),17,15,87,13,02,2019,41.90,31.60
ObjectId("5c666fd9eed976247dfbfa60"),22,15,87,13,02,2019,39.40,33.30
ObjectId("5c667106eed976247dfbfa62"),27,15,87,13,02,2019,36.90,33.40
ObjectId("5c667234eed976247dfbfa64"),33,15,86,13,02,2019,34.50,34.30
ObjectId("5c667361eed976247dfbfa66"),38,15,86,13,02,2019,34.60,34.30
ObjectId("5c66748feed976247dfbfa68"),43,15,86,13,02,2019,36.90,33.50
ObjectId("5c6675bceed976247dfbfa6a"),48,15,86,13,02,2019,38.30,33.10
ObjectId("5c6676ebeed976247dfbfa6c"),53,15,86,13,02,2019,37.70,32.90
ObjectId("5c667818eed976247dfbfa6e"),58,15,85,13,02,2019,35.20,32.90
ObjectId("5c667945eed976247dfbfa70"),03,15,86,14,02,2019,34.70,34.00
ObjectId("5c667a74eed976247dfbfa72"),08,15,86,14,02,2019,34.50,33.30
ObjectId("5c667ba0eed976247dfbfa74"),13,15,86,14,02,2019,35.20,33.40
ObjectId("5c667cceeed976247dfbfa76"),18,15,86,14,02,2019,36.80,33.20
ObjectId("5c667dfbeed976247dfbfa78"),23,15,86,14,02,2019,38.80,32.30
ObjectId("5c667f2aeed976247dfbfa7a"),28,15,86,14,02,2019,41.30,32.00
ObjectId("5c668056eed976247dfbfa7c"),33,15,86,14,02,2019,42.30,31.50
ObjectId("5c66818feed976247dfbfa7e"),38,15,86,14,02,2019,44.80,30.80
ObjectId("5c6682b1eed976247dfbfa80"),43,15,86,14,02,2019,49.20,30.00
ObjectId("5c6683dfeed976247dfbfa82"),48,15,87,14,02,2019,47.20,31.70
ObjectId("5c66850ceed976247dfbfa84"),53,15,86,14,02,2019,52.80,30.10
ObjectId("5c66863aeed976247dfbfa86"),58,15,87,14,02,2019,52.30,30.80
ObjectId("5c668768eed976247dfbfa88"),03,15,87,15,02,2019,51.60,31.10
ObjectId("5c668895eed976247dfbfa8a"),08,15,86,15,02,2019,52.90,30.80
ObjectId("5c6689c3eed976247dfbfa8c"),13,15,86,15,02,2019,51.80,31.30
ObjectId("5c668af0eed976247dfbfa8e"),18,15,85,15,02,2019,52.60,31.30
ObjectId("5c668c1eeed976247dfbfa90"),23,15,85,15,02,2019,55.20,30.50
ObjectId("5c668d4beed976247dfbfa92"),28,15,85,15,02,2019,54.90,31.10
ObjectId("5c668e79eed976247dfbfa94"),33,15,85,15,02,2019,55.70,30.80
ObjectId("5c668fa6eed976247dfbfa96"),38,15,85,15,02,2019,58.10,29.70
ObjectId("5c6690d6eed976247dfbfa98"),43,15,85,15,02,2019,59.10,29.30
ObjectId("5c669202eed976247dfbfa9a"),48,15,85,15,02,2019,59.30,28.80
ObjectId("5c66932feed976247dfbfa9c"),53,15,85,15,02,2019,58.90,28.80
ObjectId("5c66945deed976247dfbfa9e"),58,15,84,15,02,2019,57.90,28.80
ObjectId("5c66958aeed976247dfbfaa0"),03,15,85,16,02,2019,54.00,30.40
ObjectId("5c6696b8eed976247dfbfaa2"),08,15,85,16,02,2019,56.40,29.50
ObjectId("5c6697e5eed976247dfbfaa4"),13,15,85,16,02,2019,60.20,28.00
ObjectId("5c669913eed976247dfbfaa6"),18,15,104,16,02,2019,57.60,28.90
ObjectId("5c669a40eed976247dfbfaa8"),23,15,105,16,02,2019,64.10,27.10
ObjectId("5c669b6eeed976247dfbfaaa"),28,15,105,16,02,2019,60.90,27.80
ObjectId("5c669c9beed976247dfbfaac"),33,15,104,16,02,2019,62.80,27.40
ObjectId("5c669dcfeed976247dfbfaae"),39,15,104,16,02,2019,60.10,27.80
ObjectId("5c669ef6eed976247dfbfab0"),43,15,104,16,02,2019,60.20,27.50
ObjectId("5c66a024eed976247dfbfab2"),49,15,104,16,02,2019,60.30,27.30
ObjectId("5c66a151eed976247dfbfab4"),54,15,104,16,02,2019,60.70,27.20
ObjectId("5c66a27feed976247dfbfab6"),59,15,104,16,02,2019,61.30,27.00
ObjectId("5c66a3adeed976247dfbfab8"),04,15,104,17,02,2019,65.80,25.90
ObjectId("5c66a4daeed976247dfbfaba"),09,15,104,17,02,2019,65.80,26.20
ObjectId("5c66a608eed976247dfbfabc"),14,15,104,17,02,2019,67.90,25.60
ObjectId("5c66a735eed976247dfbfabe"),19,15,103,17,02,2019,68.60,25.50
ObjectId("5c66a863eed976247dfbfac0"),24,15,103,17,02,2019,69.10,25.30
ObjectId("5c66a990eed976247dfbfac2"),29,15,103,17,02,2019,69.60,25.00
ObjectId("5c66aabeeed976247dfbfac4"),34,15,103,17,02,2019,70.80,24.90
ObjectId("5c66abebeed976247dfbfac6"),39,15,103,17,02,2019,70.80,24.70
ObjectId("5c66ad19eed976247dfbfac8"),44,15,102,17,02,2019,71.00,24.80
ObjectId("5c66ae46eed976247dfbfaca"),49,15,103,17,02,2019,71.90,24.80
ObjectId("5c66af74eed976247dfbfacc"),54,15,103,17,02,2019,70.60,24.60
ObjectId("5c66b0a1eed976247dfbface"),59,15,102,17,02,2019,72.30,24.40
ObjectId("5c66b1cfeed976247dfbfad0"),04,15,103,18,02,2019,71.80,24.30
ObjectId("5c66b2fdeed976247dfbfad2"),09,15,102,18,02,2019,70.40,24.40
ObjectId("5c66b42aeed976247dfbfad4"),14,15,102,18,02,2019,71.60,24.20
ObjectId("5c66b558eed976247dfbfad6"),19,15,103,18,02,2019,72.50,24.10
ObjectId("5c66b685eed976247dfbfad8"),24,15,102,18,02,2019,72.60,23.90
ObjectId("5c66b7b3eed976247dfbfada"),29,15,102,18,02,2019,70.60,23.90
ObjectId("5c66b8e0eed976247dfbfadc"),34,15,101,18,02,2019,71.50,23.70
ObjectId("5c66ba0eeed976247dfbfade"),39,15,102,18,02,2019,72.10,23.60
ObjectId("5c66bb3beed976247dfbfae0"),44,15,103,18,02,2019,71.30,23.60
ObjectId("5c66bc69eed976247dfbfae2"),49,15,102,18,02,2019,70.60,23.50
ObjectId("5c66bd96eed976247dfbfae4"),54,15,102,18,02,2019,70.00,23.50
ObjectId("5c66bec4eed976247dfbfae6"),59,15,102,18,02,2019,70.60,23.40
ObjectId("5c66bff1eed976247dfbfae8"),04,15,102,19,02,2019,70.70,23.40
ObjectId("5c66c11feed976247dfbfaea"),09,15,102,19,02,2019,70.70,23.40
ObjectId("5c66c24ceed976247dfbfaec"),14,15,102,19,02,2019,71.20,23.20
ObjectId("5c66c37aeed976247dfbfaee"),19,15,102,19,02,2019,70.50,23.30
ObjectId("5c66c4a7eed976247dfbfaf0"),24,15,102,19,02,2019,69.30,23.40
ObjectId("5c66c5d5eed976247dfbfaf2"),29,15,102,19,02,2019,68.40,23.30
ObjectId("5c66c703eed976247dfbfaf4"),34,15,102,19,02,2019,68.70,23.30
ObjectId("5c66c830eed976247dfbfaf6"),39,15,102,19,02,2019,68.80,23.30
ObjectId("5c66c95eeed976247dfbfaf8"),44,15,102,19,02,2019,69.00,23.30
ObjectId("5c66ca8beed976247dfbfafa"),49,15,101,19,02,2019,69.50,23.10
ObjectId("5c66cbb9eed976247dfbfafc"),54,15,102,19,02,2019,70.10,23.10
ObjectId("5c66cce6eed976247dfbfafe"),59,15,102,19,02,2019,69.80,23.10
ObjectId("5c66ce14eed976247dfbfb00"),05,15,101,20,02,2019,69.70,23.10
ObjectId("5c66cf41eed976247dfbfb02"),10,15,101,20,02,2019,70.30,23.00
ObjectId("5c66d06feed976247dfbfb04"),15,15,101,20,02,2019,70.50,23.10
ObjectId("5c66d19ceed976247dfbfb06"),20,15,102,20,02,2019,71.30,23.00
ObjectId("5c66d2caeed976247dfbfb08"),25,15,102,20,02,2019,71.70,22.90
ObjectId("5c66d3f7eed976247dfbfb0a"),30,15,102,20,02,2019,71.10,23.00
ObjectId("5c66d525eed976247dfbfb0c"),35,15,102,20,02,2019,71.30,23.10
ObjectId("5c66d652eed976247dfbfb0e"),40,15,102,20,02,2019,72.10,22.90
ObjectId("5c66d780eed976247dfbfb10"),45,15,102,20,02,2019,71.20,23.00
ObjectId("5c66d8adeed976247dfbfb12"),50,15,102,20,02,2019,71.20,23.00
ObjectId("5c66d9dbeed976247dfbfb14"),55,15,102,20,02,2019,71.70,22.90
ObjectId("5c66db09eed976247dfbfb16"),00,15,102,21,02,2019,71.40,23.00
ObjectId("5c66dc36eed976247dfbfb18"),05,15,102,21,02,2019,70.80,23.00
ObjectId("5c66dd64eed976247dfbfb1a"),10,15,102,21,02,2019,71.30,22.70
ObjectId("5c66de91eed976247dfbfb1c"),15,15,102,21,02,2019,72.60,22.70
ObjectId("5c66dfbfeed976247dfbfb1e"),20,15,102,21,02,2019,71.30,22.80
ObjectId("5c66e0eceed976247dfbfb20"),25,15,102,21,02,2019,72.20,22.60
ObjectId("5c66e21aeed976247dfbfb22"),30,15,101,21,02,2019,71.40,22.70
ObjectId("5c66e347eed976247dfbfb24"),35,15,102,21,02,2019,71.30,22.60
ObjectId("5c66e475eed976247dfbfb26"),40,15,102,21,02,2019,72.90,22.50
ObjectId("5c66e5a2eed976247dfbfb28"),45,15,102,21,02,2019,73.70,22.50
ObjectId("5c66e6d0eed976247dfbfb2a"),50,15,102,21,02,2019,74.70,22.20
ObjectId("5c66e7fdeed976247dfbfb2c"),55,15,102,21,02,2019,74.90,22.20
ObjectId("5c66e92beed976247dfbfb2e"),00,15,102,22,02,2019,74.60,22.20
ObjectId("5c66ea58eed976247dfbfb30"),05,15,101,22,02,2019,73.70,22.30
ObjectId("5c66eb86eed976247dfbfb32"),10,15,101,22,02,2019,72.30,22.40
ObjectId("5c66ecb3eed976247dfbfb34"),15,15,102,22,02,2019,74.00,22.20
ObjectId("5c66ede1eed976247dfbfb36"),20,15,101,22,02,2019,73.60,22.40
ObjectId("5c66ef0eeed976247dfbfb38"),25,15,101,22,02,2019,72.10,22.40
ObjectId("5c66f03ceed976247dfbfb3a"),30,15,101,22,02,2019,72.10,22.40
ObjectId("5c66f16aeed976247dfbfb3c"),35,15,101,22,02,2019,72.70,22.30
ObjectId("5c66f297eed976247dfbfb3e"),40,15,102,22,02,2019,72.70,22.30
ObjectId("5c66f3c5eed976247dfbfb40"),45,15,102,22,02,2019,73.40,22.20
ObjectId("5c66f4f2eed976247dfbfb42"),50,15,102,22,02,2019,73.70,22.00
ObjectId("5c66f620eed976247dfbfb44"),55,15,102,22,02,2019,73.10,22.10
ObjectId("5c66f74deed976247dfbfb46"),00,15,102,23,02,2019,73.60,21.90
ObjectId("5c66f87beed976247dfbfb48"),05,15,102,23,02,2019,73.20,22.00
ObjectId("5c66f9a8eed976247dfbfb4a"),10,15,101,23,02,2019,72.60,22.20
ObjectId("5c66fad6eed976247dfbfb4c"),15,15,102,23,02,2019,70.90,22.40
ObjectId("5c66fc03eed976247dfbfb4e"),20,15,101,23,02,2019,71.60,22.30
ObjectId("5c66fd31eed976247dfbfb50"),26,15,102,23,02,2019,71.40,22.20
ObjectId("5c66fe5eeed976247dfbfb52"),31,15,102,23,02,2019,72.00,22.10
ObjectId("5c66ff8ceed976247dfbfb54"),36,15,102,23,02,2019,73.60,21.90
ObjectId("5c6700b9eed976247dfbfb56"),41,15,102,23,02,2019,74.20,21.80
ObjectId("5c6701e7eed976247dfbfb58"),46,15,101,23,02,2019,74.60,21.80
ObjectId("5c670314eed976247dfbfb5a"),51,15,102,23,02,2019,74.80,21.80
ObjectId("5c670442eed976247dfbfb5c"),56,15,101,23,02,2019,75.40,21.70
ObjectId("5c67056feed976247dfbfb5e"),01,16,102,00,02,2019,74.80,21.70
ObjectId("5c67069deed976247dfbfb60"),06,16,102,00,02,2019,73.30,21.90
ObjectId("5c6707cbeed976247dfbfb62"),11,16,102,00,02,2019,73.80,21.90
ObjectId("5c6708f8eed976247dfbfb64"),16,16,101,00,02,2019,75.00,21.60
